TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
10018-2020-07-28T14:14:00+02:00;28/07/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Jenseberget;Lokal;Viken;100;0;14:26:46;14:27:29;14:26:00;14:26:00;151;15
10006-2020-06-17T12:50:00+02:00;17/06/2020;Oslo;Indre By;Gamle Oslo;Harald Hårdrådes plass  (mot Galgeberg);Galgeberg  (mot Etterstad);Lokal;Viken;100;1;12:53:01;12:53:11;12:53:00;12:53:00;151;2
10014-2020-07-04T20:30:00+02:00;04/07/2020;Viken;Nordøst;Lørenskog;Snorres vei (mot Solheim);Lørenskog sentrum (plattform 1);Lokal;Viken;100;1;21:02:41;21:03:08;21:01:00;21:01:00;151;17
10007-2020-06-17T18:10:00+02:00;17/06/2020;Oslo;Nordøst;Alna;Teisenkrysset  (fra Helsfyr);Ulvenkrysset  (fra Helsfyr);Lokal;Viken;100;1;18:21:39;18:22:09;18:20:00;18:20:00;151;24
10012-2020-07-31T09:24:00+02:00;31/07/2020;Viken;Nordøst;Lørenskog;Vittenberg;Ahus;Lokal;Viken;100;0;09:47:36;09:47:59;09:45:00;09:45:00;151;5
10007-2020-08-28T10:34:00+02:00;28/08/2020;Viken;Nordøst;Lillestrøm;Frydenlundsgata;Stasjonsveien;Lokal;Viken;100;0;10:52:23;10:52:53;10:51:00;10:51:00;151;4
10012-2020-06-15T07:40:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Kjeller;Lokal;Viken;100;1;08:47:04;08:47:38;08:42:00;08:42:00;151;2
40001-2020-06-17T18:55:00+02:00;17/06/2020;Viken;Nordøst;Nannestad;Steinmo;Svenneby;Lokal;Viken;410;0;19:06:10;19:06:13;19:05:00;19:05:00;106;3
40004-2020-06-30T15:55:00+02:00;30/06/2020;Viken;Nordøst;Gjerdrum;Korsmo;Heni;Lokal;Viken;410;0;16:30:41;16:30:46;16:29:00;16:29:00;106;0
36504-2020-06-01T22:58:00+02:00;01/06/2020;Viken;Nordøst;Lillestrøm;Frydenlundstoppen;Sørliveien;Lokal;Viken;365;1;23:21:47;23:21:51;23:24:00;23:24:00;75;3
40022-2020-06-24T06:22:00+02:00;24/06/2020;Viken;Nordøst;Nannestad;Grani;Finstad skole;Ekspress;Viken;400E;0;06:24:36;06:24:38;06:24:00;06:24:00;106;0
34013-2020-08-24T10:35:00+02:00;24/08/2020;Viken;Nordøst;Lillestrøm;Vigernes;Tuen;Lokal;Viken;320;1;10:43:00;10:43:06;10:40:00;10:40:00;105;1
34008-2020-06-17T19:35:00+02:00;17/06/2020;Viken;Nordøst;Lillestrøm;Furukollen;Gråorveien;Lokal;Viken;320;1;19:55:02;19:55:48;19:54:00;19:54:00;105;3
40001-2020-08-18T16:17:00+02:00;18/08/2020;Viken;Nordøst;Gjerdrum;Flatner;Fjelly;Ekspress;Viken;400E;1;16:53:45;16:53:49;17:30:00;17:30:00;106;8
42502-2020-07-23T14:03:00+02:00;23/07/2020;Viken;Nordøst;Ullensaker;Flyporten Dir=1;Oslo lufthavn, ankomst 47;Lokal;Viken;425;0;14:21:51;14:21:59;14:20:00;14:20:00;80;-1
34012-2020-06-03T06:22:00+02:00;03/06/2020;Viken;Nordøst;Lillestrøm;Eventyråsen;Midtskogveien;Lokal;Viken;341;1;06:24:59;06:25:07;06:24:00;06:24:00;105;0
36502-2020-06-21T15:51:00+02:00;21/06/2020;Viken;Nordøst;Lillestrøm;Lunderåsveien;Ausenveien;Lokal;Viken;365;0;16:09:38;16:10:10;16:07:00;16:07:00;75;1
40006-2020-08-26T16:25:00+02:00;26/08/2020;Viken;Nordøst;Gjerdrum;Kjærstadsletta;Korslund;Lokal;Viken;410;1;16:32:08;16:32:12;16:29:00;16:29:00;106;-1
40002-2020-08-08T14:51:00+02:00;08/08/2020;Viken;Nordøst;Nannestad;Kringlerdalen;Kringler bru;Lokal;Viken;410;1;15:28:10;15:28:16;15:28:00;15:28:00;106;-2
40005-2020-08-19T13:51:00+02:00;19/08/2020;Viken;Nordøst;Gjerdrum;Kjærstadsletta;Korslund;Lokal;Viken;410;1;13:59:36;13:59:40;13:59:00;13:59:00;106;-3
34021-2020-07-03T13:05:00+02:00;03/07/2020;Viken;Nordøst;Lillestrøm;Vigernes;Tuen;Lokal;Viken;320;1;13:13:40;13:14:09;13:10:00;13:10:00;105;3
40009-2020-07-20T11:55:00+02:00;20/07/2020;Viken;Nordøst;Nannestad;Oserud;Kopperud gård;Lokal;Viken;410;0;12:10:39;12:10:44;12:07:00;12:07:00;106;3
34030-2020-06-12T06:55:00+02:00;12/06/2020;Viken;Nordøst;Lillestrøm;Vinsnes;Tuen;Lokal;Viken;320;0;07:09:39;07:10:08;07:09:00;07:09:00;105;7
47002-2020-08-23T20:57:00+02:00;23/08/2020;Viken;Nordøst;Lillestrøm;Varsjøen;Heia industrifelt;Lokal;Viken;470;0;21:31:01;21:31:04;21:28:00;21:28:00;106;5
36506-2020-08-24T10:28:00+02:00;24/08/2020;Viken;Nordøst;Lillestrøm;Frogner bedehus;Drege;Lokal;Viken;365;1;10:43:48;10:43:52;10:46:00;10:46:00;75;1
40009-2020-06-19T15:25:00+02:00;19/06/2020;Viken;Nordøst;Nannestad;Gutugropa;Gamle Eltonveg;Lokal;Viken;410;1;15:36:25;15:36:28;15:34:00;15:34:00;106;0
12001-2020-08-28T20:26:00+02:00;28/08/2020;Viken;Nordøst;Rælingen;Løvenstad senter;Skytilveien;Lokal;Viken;310;1;20:51:25;20:51:53;20:49:00;20:49:00;72;7
6006-2020-06-27T19:32:00+02:00;27/06/2020;Oslo;Nordøst;Bjerke;Økernbråten  (mot Linderud);Linne hotell  (mot Linderud T);Lokal;Oslo;60;0;20:09:12;20:10:24;20:15:00;20:15:00;33;22
12003-2020-08-15T21:26:00+02:00;15/08/2020;Viken;Nordøst;Lørenskog;Lørenskog sentrum (plattform 1);Knatten (Solheimsveien);Lokal;Viken;310;1;21:34:49;21:35:21;21:35:00;21:35:00;72;6
10003-2020-06-04T07:24:00+02:00;04/06/2020;Oslo;Nordøst;Stovner;Folkvangveien  (mot Furuset);Furuset T  (Plf B - forreste stoppunkt);Lokal;Viken;100;0;08:02:52;08:03:24;07:58:00;07:58:00;151;12
6006-2020-07-24T15:40:00+02:00;24/07/2020;Oslo;Indre By;Sentrum;Jernbanetorget (Plf. A – ved apoteket);Vippetangen  (avstigning);Lokal;Oslo;60;1;16:20:08;16:20:49;16:18:00;16:18:00;77;1
12011-2020-07-22T15:26:00+02:00;22/07/2020;Viken;Nordøst;Rælingen;Sæterveien;Furukollen;Lokal;Viken;310;1;15:51:38;15:51:44;15:51:00;15:51:00;72;6
10010-2020-06-05T00:30:00+02:00;04/06/2020;Viken;Nordøst;Lørenskog;Georg Stangs vei (mot Solheim);Snorres vei (mot Solheim);Lokal;Viken;100;1;25:03:56;25:04:04;25:00:00;25:00:00;151;1
34016-2020-08-14T19:31:00+02:00;14/08/2020;Viken;Nordøst;Lillestrøm;Nittedalsgata (mot Kjeller);Nannestadgata;Lokal;Viken;340;1;19:33:32;19:34:17;19:33:00;19:33:00;105;0
10021-2020-06-26T15:10:00+02:00;26/06/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Kloppaveien;Lokal;Viken;100;1;15:54:23;15:54:36;15:44:00;15:44:00;151;-2
12002-2020-07-30T07:35:00+02:00;30/07/2020;Viken;Nordøst;Rælingen;Petrinehøy;Furukollen;Lokal;Viken;310;0;07:53:17;07:53:23;07:53:00;07:53:00;72;5
10001-2020-06-29T11:10:00+02:00;29/06/2020;Oslo;Nordøst;Alna;Smalvollveien  (mot Vollaveien);Alna senter  (mot Alfaset);Lokal;Viken;100;1;11:29:20;11:30:00;11:25:00;11:25:00;151;11
34018-2020-08-18T16:11:00+02:00;18/08/2020;Viken;Nordøst;Lillestrøm;Fjellsetveien;Brånås skole;Lokal;Viken;340;1;16:39:03;16:39:08;16:33:00;16:33:00;105;0
10008-2020-08-21T08:04:00+02:00;21/08/2020;Viken;Nordøst;Lillestrøm;Bjørnsons gate;Nittedalsgata (mot Lillestrøm);Lokal;Viken;100;0;08:16:45;08:16:50;08:10:00;08:10:00;151;1
10003-2020-06-25T18:50:00+02:00;25/06/2020;Viken;Nordøst;Lillestrøm;Stasjonsveien;Frydenlundsgata;Lokal;Viken;100;1;19:37:23;19:37:50;19:33:00;19:33:00;151;5
10011-2020-07-26T19:30:00+02:00;26/07/2020;Viken;Nordøst;Lørenskog;Georg Stangs vei (mot Solheim);Snorres vei (mot Solheim);Lokal;Viken;100;1;20:02:24;20:02:31;20:00:00;20:00:00;151;2
6004-2020-08-06T07:32:00+02:00;06/08/2020;Oslo;Nordøst;Bjerke;Rabbeveien;Anton Tschudis vei;Lokal;Oslo;60;0;08:06:30;08:06:38;08:10:00;08:10:00;33;4
12007-2020-08-12T22:26:00+02:00;12/08/2020;Viken;Nordøst;Lørenskog;Glenneveien;Vallerudveien;Lokal;Viken;310;1;22:30:34;22:30:40;22:29:00;22:29:00;72;-6
10014-2020-06-04T08:10:00+02:00;04/06/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 18);Lokal;Viken;100;1;09:03:17;09:03:22;08:59:00;08:59:00;151;-1
6003-2020-07-02T21:10:00+02:00;02/07/2020;Oslo;Nordøst;Bjerke;Veitvetstubben  (mot Linderud senter);Linderud senter  ( på brua mot Kolås);Lokal;Oslo;60;0;21:44:19;21:44:23;21:45:00;21:45:00;33;6
12007-2020-08-24T22:26:00+02:00;24/08/2020;Viken;Nordøst;Rælingen;Sæterveien;Furukollen;Lokal;Viken;310;1;22:55:32;22:55:41;22:51:00;22:51:00;72;-1
12002-2020-08-12T08:26:00+02:00;12/08/2020;Viken;Nordøst;Rælingen;Dovre fabrikker;Rælingen rådhus;Lokal;Viken;310;1;08:59:27;08:59:31;08:59:00;08:59:00;72;1
10012-2020-06-21T16:14:00+02:00;21/06/2020;Viken;Nordøst;Lørenskog;Kloppaveien;Knatten (Solheimsveien);Lokal;Viken;100;0;16:39:28;16:39:32;16:39:00;16:39:00;151;8
10016-2020-06-09T20:59:00+02:00;09/06/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;100;0;21:14:45;21:15:14;21:12:00;21:12:00;151;16
10015-2020-06-22T13:14:00+02:00;22/06/2020;Viken;Nordøst;Lillestrøm;Vestbygata;Bjørnsons gate;Lokal;Viken;100;0;13:19:48;13:20:17;13:19:00;13:19:00;151;4
10005-2020-06-05T07:54:00+02:00;05/06/2020;Viken;Nordøst;Lillestrøm;Fritidshuset;Kjeller;Lokal;Viken;100;0;07:44:38;07:50:20;07:54:00;07:54:00;151;3
10019-2020-08-05T14:44:00+02:00;05/08/2020;Viken;Nordøst;Lillestrøm;Fritidshuset;Kjeller;Lokal;Viken;100;0;14:37:01;14:44:25;14:44:00;14:44:00;151;0
47011-2020-07-28T18:13:00+02:00;28/07/2020;Viken;Nordøst;Lillestrøm;Tuen;Roald Amundsens gate;Lokal;Viken;480;0;19:11:51;19:11:55;19:10:00;19:10:00;106;5
34021-2020-07-02T15:15:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Bjørnsons gate;Nittedalsgata (mot Lillestrøm);Lokal;Viken;340;0;:;17:54:06;15:38:00;15:38:00;105;0
10003-2020-08-14T04:59:00+02:00;14/08/2020;Oslo;Indre By;Gamle Oslo;Galgeberg  (fra Etterstad);Harald Hårdrådes plass  (mot Grønland);Lokal;Viken;100;0;06:00:45;06:01:15;05:57:00;05:57:00;151;6
10020-2020-08-23T12:34:00+02:00;23/08/2020;Oslo;Indre By;Gamle Oslo;Etterstadgata  (mot Galgeberg);Vålerenga  (mot Galgeberg);Lokal;Viken;100;0;13:32:02;13:32:11;13:31:00;13:31:00;151;9
12005-2020-06-14T16:26:00+02:00;14/06/2020;Viken;Nordøst;Lørenskog;Ahus;Vittenberg;Lokal;Viken;310;1;16:39:58;16:40:46;16:39:00;16:39:00;72;3
39501-2020-07-08T16:28:00+02:00;08/07/2020;Viken;Nordøst;Nittedal;Gjelleråstoppen;Gjelleråsen;Lokal;Viken;396;0;16:35:31;16:35:45;16:34:00;16:34:00;47;1
10012-2020-07-10T12:54:00+02:00;10/07/2020;Viken;Nordøst;Lillestrøm;Vestbygata;Bjørnsons gate;Lokal;Viken;100;0;13:01:43;13:01:51;12:59:00;12:59:00;151;2
10016-2020-07-15T18:00:00+02:00;15/07/2020;Oslo;Nordøst;Alna;IKEA Furuset  (mot Furuset);Sam Eydes vei  (mot Furuset);Lokal;Viken;100;1;18:20:02;18:20:44;18:19:00;18:19:00;151;4
6001-2020-08-01T13:55:00+02:00;01/08/2020;Oslo;Nordøst;Bjerke;Veitvetstubben  (mot Linderud T);Linderud T  (mot Økernbråten);Lokal;Oslo;60;1;13:59:36;14:00:02;13:58:00;13:58:00;77;4
10006-2020-08-06T06:40:00+02:00;06/08/2020;Viken;Nordøst;Lillestrøm;Lillestrøm bussterminal (Plattform 18);Nittedalsgata (mot Kjeller);Lokal;Viken;100;1;07:30:07;07:32:45;07:30:00;07:30:00;151;5
34005-2020-07-01T13:31:00+02:00;01/07/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Kjeller;Lokal;Viken;340;1;:;13:42:56;13:41:00;13:41:00;105;3
10009-2020-08-28T22:29:00+02:00;28/08/2020;Viken;Nordøst;Lørenskog;Lørenskog sentrum (plattform 4);Snorres vei (mot Furuset);Lokal;Viken;100;0;22:59:56;23:00:34;22:57:00;22:57:00;151;7
34001-2020-06-03T06:45:00+02:00;03/06/2020;Viken;Nordøst;Lillestrøm;Roald Amundsens gate;Leiv Eirikssons gate;Lokal;Viken;320;0;07:04:05;07:04:39;07:04:00;07:04:00;105;7
34006-2020-06-15T13:35:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Furukollen;Gråorveien;Lokal;Viken;320;1;13:55:58;13:57:18;13:54:00;13:54:00;105;3
36512-2020-08-26T12:21:00+02:00;26/08/2020;Viken;Nordøst;Lillestrøm;Frogner stasjon;Frogner sentrum;Lokal;Viken;365;0;12:42:40;12:43:23;12:41:00;12:41:00;75;1
40006-2020-06-09T15:25:00+02:00;09/06/2020;Viken;Nordøst;Nannestad;Kringlerdalen;Kringlertoppen;Lokal;Viken;410;0;15:30:36;15:30:42;15:29:00;15:29:00;106;18
40010-2020-08-11T12:55:00+02:00;11/08/2020;Viken;Nordøst;Gjerdrum;Vestby;Skei;Lokal;Viken;410;0;13:33:12;13:33:18;13:32:00;13:32:00;106;6
44107-2020-06-09T13:00:00+02:00;09/06/2020;Viken;Nordøst;Hurdal;Lundby vegskille;Hurdalsjøen hotell;Lokal;Viken;445;1;13:31:52;13:31:54;13:30:00;13:30:00;80;-3
40002-2020-07-31T15:43:00+02:00;31/07/2020;Viken;Nordøst;Nannestad;Austaddalsvegen;Slattumhagen;Lokal;Viken;410;1;15:49:30;15:49:57;15:49:00;15:49:00;106;2
12006-2020-06-20T18:00:00+02:00;20/06/2020;Viken;Nordøst;Lillestrøm;Strømmen stasjon (Plattform 2);Strømmen storsenter;Lokal;Viken;381;0;18:12:14;18:13:06;18:10:00;18:10:00;72;3
47003-2020-06-26T07:00:00+02:00;26/06/2020;Viken;Nordøst;Aurskog-Høland;Liergårdene;Liermosen;Lokal;Viken;470;1;07:42:02;07:42:03;07:41:00;07:41:00;106;7
40052-2020-07-17T06:50:00+02:00;17/07/2020;Viken;Nordøst;Nannestad;Løkendalen;Irisveien;Lokal;Viken;410;0;06:51:50;06:51:56;06:52:00;06:52:00;106;1
47003-2020-06-20T13:00:00+02:00;20/06/2020;Viken;Nordøst;Lillestrøm;Varsjøen;Vestereng;Lokal;Viken;470;1;13:21:33;13:21:52;13:20:00;13:20:00;106;16
34013-2020-08-04T16:05:00+02:00;04/08/2020;Viken;Nordøst;Lillestrøm;Tuen;Vinsnes;Lokal;Viken;320;1;16:14:47;16:14:50;16:13:00;16:13:00;105;7
36505-2020-07-20T12:51:00+02:00;20/07/2020;Viken;Nordøst;Lillestrøm;Lurudveien (i Bølerveien) NY fra 20190630;Industriveien;Lokal;Viken;365;0;13:22:48;13:23:15;13:27:00;13:27:00;75;-1
36505-2020-07-09T17:52:00+02:00;09/07/2020;Viken;Nordøst;Lillestrøm;Tærudstien (kun for Hastop);Tæruddalen;Lokal;Viken;341;1;17:53:20;17:53:29;17:53:00;17:53:00;75;-1
12011-2020-08-09T22:30:00+02:00;09/08/2020;Viken;Nordøst;Rælingen;Stalsberghagen;Frydenbergveien;Lokal;Viken;381;1;22:37:00;22:37:08;22:36:00;22:36:00;72;0
47001-2020-07-26T15:00:00+02:00;26/07/2020;Viken;Nordøst;Aurskog-Høland;Killingmo veikryss;Finstadhagan;Lokal;Viken;470;1;15:30:42;15:30:44;15:29:00;15:29:00;106;1
40003-2020-07-04T22:51:00+02:00;04/07/2020;Viken;Nordøst;Gjerdrum;Kankedalen;Heni;Lokal;Viken;410;1;22:59:01;22:59:07;22:57:00;22:57:00;106;-1
47001-2020-06-06T10:57:00+02:00;06/06/2020;Viken;Nordøst;Lillestrøm;Kringenveien;Sundet (i Fetveien);Lokal;Viken;470;0;11:37:27;11:37:31;11:34:00;11:34:00;106;23
47002-2020-08-30T16:57:00+02:00;30/08/2020;Viken;Nordøst;Aurskog-Høland;Borgenfeltet;Liermosen;Lokal;Viken;470;0;17:05:08;17:06:03;17:03:00;17:03:00;106;8
47002-2020-06-06T09:30:00+02:00;06/06/2020;Viken;Nordøst;Lillestrøm;Stensrud;Holtedalveien;Lokal;Viken;480;1;:;09:57:33;09:54:00;09:54:00;106;1
47004-2020-07-04T23:30:00+02:00;04/07/2020;Viken;Nordøst;Aurskog-Høland;Momoen;Skoleveien;Lokal;Viken;480;1;24:14:49;24:14:55;24:08:00;24:08:00;106;15
6001-2020-06-21T20:02:00+02:00;21/06/2020;Oslo;Indre By;Grünerløkka;Haslevangen  (mot Økern);Økern T (fra sentrum/mot nord)(Plf C);Lokal;Oslo;60;0;20:27:03;20:27:08;20:33:00;20:33:00;33;4
10004-2020-08-20T10:20:00+02:00;20/08/2020;Oslo;Nordøst;Alna;Ole Deviks vei  (mot Smalvollveien);Smalvollveien  (mot Vollaveien);Lokal;Viken;100;1;10:34:07;10:34:31;10:33:00;10:33:00;151;10
12011-2020-07-19T14:15:00+02:00;19/07/2020;Viken;Nordøst;Rælingen;Fjerdingby (Plattform 2);Fjerdingby skole;Lokal;Viken;310;0;14:05:13;14:15:39;14:15:00;14:15:00;72;1
10019-2020-06-21T13:40:00+02:00;21/06/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Kjeller;Lokal;Viken;100;1;14:42:11;14:42:22;14:42:00;14:42:00;151;-2
10001-2020-08-02T05:30:00+02:00;02/08/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Kjeller;Lokal;Viken;100;1;06:32:53;06:32:58;06:32:00;06:32:00;151;-1
6003-2020-07-05T08:56:00+02:00;05/07/2020;Oslo;Nordøst;Bjerke;Veitvetstubben  (mot Linderud T);Linderud T  (mot Økernbråten);Lokal;Oslo;60;1;08:58:45;08:58:55;08:58:00;08:58:00;77;1
34041-2020-08-24T10:46:00+02:00;24/08/2020;Viken;Nordøst;Lillestrøm;Nittedalsgata (mot Kjeller);Nannestadgata;Lokal;Viken;340;1;10:48:45;10:49:15;10:48:00;10:48:00;105;5
6008-2020-08-06T08:40:00+02:00;06/08/2020;Oslo;Nordøst;Bjerke;Kolåsbakken  (mot Linderud);Linderud senter  (mot Erich Mogensøns vei);Lokal;Oslo;60;1;08:42:40;08:42:43;08:41:00;08:41:00;77;0
10017-2020-07-21T23:00:00+02:00;21/07/2020;Oslo;Nordøst;Alna;Teisenkrysset  (fra Helsfyr);Ulvenkrysset  (fra Helsfyr);Lokal;Viken;100;1;23:11:50;23:12:20;23:10:00;23:10:00;151;11
10012-2020-07-02T07:40:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 18);Lokal;Viken;100;1;08:31:14;08:31:38;08:29:00;08:29:00;151;8
39501-2020-08-03T08:38:00+02:00;03/08/2020;Viken;Nordøst;Nittedal;Skyset;Ulverud skole;Lokal;Viken;395;0;09:03:19;09:03:26;08:58:00;08:58:00;47;2
34026-2020-06-15T13:05:00+02:00;15/06/2020;Viken;Nordøst;Lillestrøm;Prost Stabels vei;Selmer;Lokal;Viken;340;0;13:13:00;13:13:27;13:12:00;13:12:00;105;6
10010-2020-06-02T23:14:00+02:00;02/06/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;100;0;23:28:54;23:29:26;23:27:00;23:27:00;151;6
34017-2020-06-29T22:01:00+02:00;29/06/2020;Viken;Nordøst;Lillestrøm;Nannestadgata;Vestbygata;Lokal;Viken;340;1;22:06:12;22:06:19;22:04:00;22:04:00;105;-1
10009-2020-08-05T05:44:00+02:00;05/08/2020;Oslo;Nordøst;Alna;Tittutveien  (fra Vollaveien);Alnabruveien  (mot Persveien);Lokal;Viken;100;0;06:33:02;06:33:31;06:32:00;06:32:00;151;10
10011-2020-06-07T10:45:00+02:00;07/06/2020;Oslo;Nordøst;Alna;Kjelsrud  (mot Furuset);IKEA Furuset  (mot Furuset);Lokal;Viken;100;1;11:05:34;11:05:40;11:03:00;11:03:00;151;0
47002-2020-08-15T08:30:00+02:00;15/08/2020;Viken;Nordøst;Lillestrøm;Vinsnes;Furulund;Lokal;Viken;480;1;08:39:23;08:39:26;08:39:00;08:39:00;106;2
34021-2020-06-03T17:55:00+02:00;03/06/2020;Viken;Nordøst;Lillestrøm;Vinsnes;Furulund;Lokal;Viken;320;1;18:05:02;18:05:05;18:04:00;18:04:00;105;5
40003-2020-08-29T17:51:00+02:00;29/08/2020;Viken;Nordøst;Nannestad;Møllerstua;Kopperud gård;Lokal;Viken;410;1;18:20:19;18:20:23;18:19:00;18:19:00;106;-8
34038-2020-06-10T07:05:00+02:00;10/06/2020;Viken;Nordøst;Lillestrøm;Tuen;Roald Amundsens gate;Lokal;Viken;320;0;07:21:02;07:21:30;07:20:00;07:20:00;105;9
40004-2020-08-27T06:55:00+02:00;27/08/2020;Viken;Nordøst;Nannestad;Knevelsrud;Ramstad;Lokal;Viken;410;1;07:15:17;07:15:21;07:13:00;07:13:00;106;1
44105-2020-08-25T09:29:00+02:00;25/08/2020;Viken;Nordøst;Eidsvoll;Håpet;Eidsvoll verk stasjon (Plattform 1);Lokal;Viken;445;0;09:56:33;09:56:37;09:54:00;09:54:00;80;19
42503-2020-06-16T21:03:00+02:00;16/06/2020;Viken;Nordøst;Ullensaker;Åreppen skole;Holum;Lokal;Viken;425;0;21:06:06;21:06:12;21:05:00;21:05:00;80;1
36513-2020-08-08T12:28:00+02:00;08/08/2020;Viken;Nordøst;Lillestrøm;Knatten;Sørvald;Lokal;Viken;365;1;12:49:06;12:51:40;12:52:00;12:52:00;75;0
12012-2020-07-13T12:00:00+02:00;13/07/2020;Viken;Nordøst;Lillestrøm;Frydenbergveien;Stalsberghagen;Lokal;Viken;381;0;12:17:04;12:17:10;12:13:00;12:13:00;72;2
40034-2020-06-16T14:55:00+02:00;16/06/2020;Viken;Nordøst;Nannestad;Kringler gamle skole;Furuheim;Lokal;Viken;410;0;15:03:00;15:03:01;15:01:00;15:01:00;106;22
36517-2020-08-27T15:17:00+02:00;27/08/2020;Viken;Nordøst;Nes;Nybergvegen;Munkerudteiet;Skole;Viken;3677;1;15:39:37;15:39:41;15:38:00;15:38:00;75;0
45905-2020-06-04T14:10:00+02:00;04/06/2020;Viken;Nordøst;Nes;Østhagen;Brautergutua;Skole;Viken;3658;1;14:16:22;14:16:52;14:15:00;14:15:00;71;4
36501-2020-08-20T08:05:00+02:00;20/08/2020;Viken;Nordøst;Lillestrøm;Haglund bru;Fossum stasjon;Skole;Viken;2633;0;08:16:12;08:16:15;08:14:00;08:14:00;105;4
40001-2020-06-02T13:14:00+02:00;02/06/2020;Viken;Nordøst;Nannestad;Langerud;Møllerstua;Lokal;Viken;410;1;13:22:11;13:22:33;13:19:00;13:19:00;106;16
47009-2020-08-13T08:57:00+02:00;13/08/2020;Viken;Nordøst;Lillestrøm;Furulund;Vinsnes;Lokal;Viken;470;0;09:41:57;09:41:59;09:39:00;09:39:00;106;18
40003-2020-06-27T19:55:00+02:00;27/06/2020;Viken;Nordøst;Gjerdrum;Skei;Eikeberg (I Gjerdrum);Lokal;Viken;410;0;20:38:01;20:38:05;20:33:00;20:33:00;106;2
40001-2020-07-01T17:13:00+02:00;01/07/2020;Viken;Nordøst;Nannestad;Møllerstua;Kopperud gård;Lokal;Viken;410;1;17:23:35;17:23:39;17:23:00;17:23:00;106;-1
47015-2020-07-23T18:57:00+02:00;23/07/2020;Viken;Nordøst;Lillestrøm;Gransveien;Kringenveien;Lokal;Viken;470;0;19:35:59;19:36:03;19:32:00;19:32:00;106;8
12014-2020-06-20T21:30:00+02:00;20/06/2020;Viken;Nordøst;Lillestrøm;Nordens vei;Skjetten senter;Lokal;Viken;381;1;21:48:00;21:48:06;21:44:00;21:44:00;72;0
34012-2020-06-28T22:29:00+02:00;28/06/2020;Viken;Nordøst;Lillestrøm;Leiv Eirikssons gate;St. Olavs gate;Lokal;Viken;320;0;22:43:01;22:43:32;22:45:00;22:45:00;105;2
10004-2020-06-08T04:59:00+02:00;08/06/2020;Viken;Nordøst;Lørenskog;Knatten (Solheimsveien);Lørenskog sentrum (plattform 4);Lokal;Viken;100;0;05:26:02;05:26:08;05:26:00;05:26:00;151;0
6005-2020-07-14T11:10:00+02:00;14/07/2020;Oslo;Nordøst;Bjerke;Lundliveien;Økern aldershjem;Lokal;Oslo;60;1;11:20:10;11:20:20;11:20:00;11:20:00;77;7
10005-2020-06-14T11:00:00+02:00;14/06/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Lillestrøm bussterminal (Plattform 18);Lokal;Viken;100;1;11:48:29;11:48:59;11:49:00;11:49:00;151;2
12007-2020-08-15T11:45:00+02:00;15/08/2020;Viken;Nordøst;Lillestrøm;Strømsbergveien;Vittenberg;Lokal;Viken;310;0;12:02:16;12:02:20;12:01:00;12:01:00;72;0
47005-2020-07-10T21:30:00+02:00;10/07/2020;Viken;Nordøst;Lillestrøm;Løken terrasse;Klokkerud;Lokal;Viken;480;1;21:48:04;21:48:10;21:47:00;21:47:00;106;8
34026-2020-07-20T07:35:00+02:00;20/07/2020;Viken;Nordøst;Lillestrøm;Brauterkrysset;Måsasvingen vest;Lokal;Viken;340;0;07:58:03;07:58:35;07:55:00;07:55:00;105;4
10009-2020-07-30T16:34:00+02:00;30/07/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;100;0;16:49:07;16:49:11;16:47:00;16:47:00;151;18
12007-2020-08-21T07:56:00+02:00;21/08/2020;Viken;Nordøst;Rælingen;Aamodt;Aamodttoppen;Lokal;Viken;310;1;08:42:10;08:42:33;08:41:00;08:41:00;72;-18
39501-2020-06-08T08:38:00+02:00;08/06/2020;Viken;Nordøst;Nittedal;Saga;Briskeveien;Lokal;Viken;395;0;09:07:00;09:07:08;09:05:00;09:05:00;47;0
